username,comment,videoid,title,views,likes,dislikes,polarity,label
That Guy Again,"Yeah, no, you still have no idea what you're doing.",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Gaurang Bhide,"YouTube Rewind 2019: I will get more likes than dislikes
People: No
Dislikes: I am inevitable",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.25,positive
Marshimus,I think the worst part is that they didn't even recognize the amazing creators we lost.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.19999999999999996,negative
toasteh,YouTube is the definition of madness: Doing the same thing over and over again expecting different results.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Snecko _,"Ah yes, what everyone wanted out of 2019: A top 10 video",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5,positive
max,"mr beast: can you make this the most liked video on youtube
everyone: ok",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5333333333333333,positive
꧁༒ Ðєαтн ༒꧂,"Everyone:""so in 2019 let's see what everyone likes""

Everyone:

""Let's copy and paste everyone elses comments""",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Cole Tereck,I came to the comment section to see what people had to say about YouTube rewind 2019. All I found were a bunch of braindeads copy pasting comments.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Logican TBR,"YT: to make up for our mistakes, WE MADE A TOP TEN WATCH MOJO VIDEO!",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.25,positive
General_Jovi,"youtube: we'll make something that you like


everyone: we still don't like this


also everyone: proceeds to make this the most disliked video",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.15,positive
I Dunno,"List for what we need for yt rewind 2020:

-good content
-what we want
-not cringey
-memes (DUH)
-pewdiepie
-more dislikes",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.3,positive
Ioronrote Montour,Adolf Hitler would be proud of YouTube’s policies. So would Stalin.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.8,positive
Joebob Derby,Rewind 2020: “top 10 demonetized videos”,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5,positive
RecK ClipZy,"We don’t care about our Celebrity of how many sub and like, y’all just trying and the fact it not even a rewind 😂😂😂",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5,positive
computersrcool,i cant believe youtube made rewind 2019 as a watchmojo video like wtf,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.5,negative
r o s e m a r y,"Honeslty, I don’t see anything so bad about this video.",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.6999999999999998,negative
Jake Peralta,"Everyone: ""So in 2019 let's see everyone likes""

Everyone:

""Let's Copy Paste everyone's comments""",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Alejandro c,"Everyone: “so in 2019 let’s see everyones likes” 


Everyone: 



“let’s copy and paste everyone else’s comments”
Quedé",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Mayck Magagin,"2019:has iconic things


youtube filter:i gonna end this men whole carrier",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.35,positive
BradyBadlyAnimates,This rewind is just a watchmojo video without the voice over.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Dank Natzi,This comment section is identical to PewDiePie's comment section,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Forsythe,I feel like people need to realise that other people actually work really hard making these videos.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.1388888888888889,negative
Nitro,I was actually expecting something better than this honestly,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.3666666666666667,positive
Nibble Me,I just came here to tell you I don’t want YouTube premium,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Dixie Dog ALDC,I can’t believe I waited for a week to watch ms mojo without narration,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Zali Ferguson,"This is just laziness, all you did was take videos of people, put them on here.... Or top 10. 2017 was by far the best because you actually put effort",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.4,positive
Klaysh 8,2015 rewind was the best rewind don’t @ me,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,1.0,positive
Teal Muchii Wolf,if there isn’t gacha life or gacha club in the NEXT rewind I’m going to scream my head off,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Duc Nguyen,"In 2019, we made something you didn't like. For Rewind 2020, lets see some WATCH MOJO!",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Quin Roseman,this is my worst nightmare of a comment section,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-1.0,negative
Anna Benton,sorry my guy but that sweater is CLAIMED by BENJI it’s HIS BACK OFF,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.25,negative
uhnkownnn,Just back to see if it has the most dislikes yet.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.25,positive
Emma OSBORNE,sure this rewind wasn't the best but just think about how hard and long they probably spent and tried on it just to get all of the comments to be negative. lets just be happy that we got anything.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.22261904761904758,positive
Карашаш Жангалиева,YouTube Rewind 2019 YouTube Rewind 2020,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
NiXiT,"pewdiepie: i have worst comment section

youtube: hold up",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-1.0,negative
Tash Yan,"YouTube: make the most liked videos top
All of us: it's not Rewind, where Rewind of memes?",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5333333333333333,positive
Farhat Aziz,"This isnt a rewind, where the demonetization",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Rangaa,"5:01 the first BIG COMPANY to reach 100 mill

The 1st actual YouTuber to reach 100M was pewdiepie",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.08333333333333333,positive
TankBoi,The most disliked video of 2019 is right here.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.1952380952380952,positive
egale90,I felt like I was watching watch mojo with a bigger budget,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
iaintgottimeforthesestiches,this is worse than last year - it's just a stats roundup -_-,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.2,negative
BTB,"I like how this is still the third most disliked video ever, even though that was exactly what they were trying to prevent.",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.1375,positive
Shahzaib Furqan,"People : Hey!! That was just a compilation video!!!

Youtube : THATS HOW MAFIA WORKS!",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
枝豆鞄というので,"youtube・・・
違　う　、そ　う　じ　ゃ　な　い
N　o　, 　t　h　a　t'　s 　n　o　t 　t　h　e　 w　a　y",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
ً,"‎‎2018: tried too hard
2019: didn’t even try",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.2916666666666667,negative
Lemqxon,"2020 Rewind:





Youtube: We couldnt make one we cant afford the dislikes anymore.",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Eliezer Ruano,"¿Alguien en 2020?

PDT: el peor rewind que he visto bye",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Tehan R.,"Hey YouTube, plz hire PewDiePie and the Boys for rewind 2020!",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Ayano Aishi,THIS IS THE BEST THING EVER!,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,1.0,positive
Omegle2527,Petition For Pewdiepie to make another better Rewind 2019,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5,positive
VSW RPs,"""Hey Whats Up Guys, And Welcome Back To Best Trends-  I Mean.. YOUTUBE!""",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.35234375,positive
Joker,"Un-ban Alex Jones!
Also, this rewind is pathetic",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-1.0,negative
Special Air Service,"These lazy guys forget to say pewdiepie: first ever to get 100millions subcribers play button 







Worst rewind i ever seen",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.3333333333333333,negative
Charlie ANIMATES,"2018: there isn't pewdiepie
2019: ""dislikes intensifies""",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Akio_ 2003,Tivago advertisment has better content than this...,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.5,positive
Phato man,I just realized that I was 2 minutes in I thought I would be waaaaaaay arther,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
Count Dank,a reminder that this was made by an unpaid intern,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.2,positive
Shivam Dwivedi,YouTube - Yayyy... I get views from people coming on just to check the number of dislikes ...,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.0,neutral
m o l l y,"i was gonna be so mad if i didn't see shane, but i'm chill now",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.625,negative
Romy •,This wasn't even a rewind though. It had everything we wanted I guess but it's just a compilation of existing videos. It's like they couldn't figure out an interesting way to create a real rewind so just saved themselves the time and money and slapped this together.,Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.35,positive
Chittransh Khalotiya,"Me: sees over 1k likes on each comment in 1 day,

*Tries to post an comment to test my luck*",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.1,negative
Lychu,"Why is everyone disliking this, this is wholesome and really good",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.7,positive
Pilamon,"2018 rewind was disappointing

Youtbe: time to make a come back 


But they failed because “idk”",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,-0.3666666666666667,negative
The Anime Box,"Eh, don't mind me, just here to check the dislikes. Good job everyone, but we need more!",Rewind 2019,YouTube Rewind 2019: For the Record | #YouTubeRewind,98205677,3332526,8749993,0.6625,positive
