username,comment,videoid,title,views,likes,dislikes,polarity,label
The One,Ahhh yes when the reign of bad YouTube rewinds started,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.6999999999999998,negative
chill bruh,"This was the only best YouTube rewind ever made!!
Agree?",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
Sole,I‘m here to clean my eyes after watching 2018rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.3666666666666667,positive
Melii Coffee,Cuando YouTube hacía buenos rewind 😭😭😭✌🏼✌🏼✌🏼,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Cady Heron,The last GOOD YouTube rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
• Lucy,The best rewind 🔥,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
Lina Illoul,When Youtube Rewind was actually good,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.7,positive
Mystro 2k,Anyone here after the trash youtube rewind 2017 came out?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Johnatan Lozano,youtube antes de la tragedia :(,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.75,negative
Ash,Just casually looking back at the good times,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.06666666666666661,positive
Mustafa Hassan,When YouTube wasn’t lazy....,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.25,negative
KC Wu,"This was way better than 2018's, and I agree with anybody who says 2019 Rewind was better too.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
Owi,we should've been more grateful for these old rewinds...,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.3,positive
Snacc,I really appreciate this after seeing 2018 and 2019's ...,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.2,positive
HD SHAD3Y,When youtube rewind was actually good What happened?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.7,positive
IzGotzKillz 123,Justin Bieber: I'm sorry (for 2019),Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.5,negative
Todd Howard,1:33 I totally forgot Trevor and the Daily Show crew were on this,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Justin Caraballo,2018 was so bad I had to revisit 2016 real quick,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.09999999999999992,negative
Pikachu,Estos eran rewind de verdad,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
p0siden,SO OG miss the old times :(,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.325,negative
Obviously Ferrets,Who else is just going on a YouTube rewind marathon to see if there is actually a decent rewind?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.16666666666666666,positive
Albert Putra,"I Miss These Days, Hope i Can Turn Back Time",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
bobby Kyna,"""So guys, apparently we control rewind this year. What do we do?""",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.05,positive
Ana Jakovljević,we need the guy at 1:42 in 2019,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Michael C.L. Zhou,"2016: Rewind YT culture
2018/19: Rewind YT most likes video/s**t




YouTube, we all love the culture. We all want to get a rewind 2020 that ""rewind"" the rewind videos so far you've posted on this video platform.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.3666666666666667,positive
cati gamer :3,"2015:Me encanta
2016: :)
2017 : Esto el cool
2018: ok
2019:Puro fornite :V",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.45,positive
Ella Nina Mazzucco,I’m watching this in 2019 and this is still my favourite YouTube Rewind video,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Scott Arcement,"2016: This is awful
2019: This is fine",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.29166666666666663,negative
Rajib chetry,The best YouTube rewind I have ever seen ♥️♥️,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
Comfy Angel! :3,"This by far 100% my favorite YouTube rewind! I like the way they included my main fav you tubers 💖🌸😅, wish they still made them like this it's just a huge celebration and it would be so fun!",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.33333333333333337,positive
TheZap,2:44 Didn’t even realize my boi dashie was in here  LOOK AT HIM,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Ridip Das,"After watching the terrible 2018 rewind I'm going through all the previous rewinds, anyone else here doing the same",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.3888888888888889,negative
Emmazz,"When i saw this-
2016:nah
2017:nope
2018:no way
2019:not yet
2020: HeY ChEcK Out 2016",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Mysterious,1:42 the best part,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
María José Nué Gutiérrez,1:55 I came cause that moment,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Chloe Massie,5:27 you can just tell their Australians 😂😂,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Codinhammer,"Remember when YouTube put PewDiePie in YouTube rewind?
“Yea, I ‘member”",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
elizabeth haley,"2016 me: ew
2019 me: this is actually pretty good",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.475,positive
Mr. Blue,You're hear to compare with the YouTube rewind 2019,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Praxina TheVitta,This is my favorite rewind! ❤️,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.625,positive
Izzy Woods,"4:08


Yess bish",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Njul 17,2018 here?:(,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.75,negative
Severin,"i still come back to this vid, so i can watch good stuff on yt",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
vroomy woomy,0:42 drug addicts when they sniff cocaine,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Joy Chowdhury,"The last good rewind imo.This is what should be included in rewind 2019:
KSI vs Logan Pual
PewDiePie vs T-Series
Mr Beast & his Trees
Minecraft Resurgence
all the sidemen deserve a more intrgrel part",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.39999999999999997,positive
Psy Traveler,4:07 Predicted (T-Series),Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Jayden Anolin,"If PewDiePie isn’t in Youtube Rewind 2019 we’re dropping the 100M dislikes

2.5k likes !?!?!!??!????!?",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
King Kun,Everything related to rewind went downhill after the making of this video,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Miranda Streifel,If a clip from pewdi pies wedding isnt in the 2019 rewind I'm giving up on society,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Chalcedon Sañor,1:49 feels very nostalgic.,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.65,negative
Familia Kawaii 888,"This is the best youtube rewind, change my mind",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
Mahamdou Camara,"Who's here after watching the horrible 2017 rewind to satisfy your mind from the horror you just witness?
Edit: JESUS 2.7k LIKES JESUS CHRIST........THXS 😂😂😂",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-1.0,negative
Parvathy Prakash,2019 YouTube rewind video was inspired from 'WatchMojo's top 10 videos'😒,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
TONY play,My favorite 1:55,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
dERPYtHANOS,I think this will be the last time we'll see a good YouTube rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
Adv Shahanaj Panna,3:29 i love u wengie!!!,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.9765625,positive
Abigail Woolls,At this point we all know why we are here,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Vincent Meade,This is cringe but it didn't screw over pewdiepie so I like it,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Alvin Gusting 2.0,"We need most in Rewind 2019:
Old Town Road
Pewdiepie
Pewdiepie Vs T Series
Pewdiepie married
Mrbeast
Minecraft
Fornite 
Creeper Aww Man
I Don't care Ed Sheeran and Justin Bieber
Marshmello
Bad Guy Bilie Eillsh
 
KyoAni Animation anime like:
Nichijou
Lucky Star
K-on
Haruni Suzumiya
Hyouka
And more

My Hero Academia 
Smosh
Nigahiga
10,000 hours Dan + Shay & Justin Bieber
Congratulations pewdiepie
Justin Bieber
Alan Walker
Area 51
The Chainsmokers
Ariana Grande
Cartoon Network
Dragon Ball Z
Memories maroon 5
Shaggy Ultra Instinct
Konosuba
Slushii
Ed Sheeran 
Charlie puth
Naruto and Boruto
King Vader
Fire Force Op1 inferno
Sven, Joregen, Jeb, Benget, Sven Bf, Bird, DJ Cow and More


And anything else more in rewind 2019 I hope 2019 was good",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.25909090909090915,positive
:DïXxXSMR,1:49 damn imagine the Ksi now,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
